customer,quarter,purchase,order_quantity,crossbuy,ret_expense,ret_expense_sq
139,2,1,207.22,1,0,0
139,3,1,217.4,1,50.62,2562.38
139,4,1,240.36,1,0,0
139,5,1,236.93,1,0,0
139,6,0,0,0,0,0
139,7,0,0,0,0,0
139,8,0,0,0,0,0
139,9,0,0,0,52.83,2791.01
139,10,0,0,0,0,0
139,11,0,0,0,4.82,23.23
139,12,0,0,0,42.9,1840.41
140,1,1,148.37,1,0,0
140,2,1,234.73,1,26.99,728.46
140,3,1,357.29,3,0,0
140,4,1,490.33,5,7.88,62.09
140,5,1,507.69,4,0,0
140,6,1,306.23,4,9.55,91.2
140,7,1,208.98,1,12.24,149.82
140,8,1,336.83,1,0,0
140,9,1,241.22,1,0,0
140,10,1,191.82,1,0,0
140,11,1,303.13,5,17.37,301.72
140,12,0,0,0,0,0
141,1,1,142.22,1,0,0
141,2,1,191.47,4,0,0
141,3,1,207.47,2,0,0
141,4,1,244.02,4,0,0
141,5,1,266.47,4,6.25,39.06
141,6,1,268.4,4,0,0
141,7,1,297.89,2,14.89,221.71
141,8,1,228.71,2,0,0
141,9,1,366.57,4,6.23,38.81
141,10,1,259.37,2,0,0
141,11,1,177.88,1,0,0
141,12,1,211.75,2,0,0
142,1,1,54.36,1,0,0
142,2,0,0,0,42.1,1772.41
142,3,0,0,0,57.1,3260.41
142,4,0,0,0,0,0
142,5,0,0,0,50.22,2522.05
142,6,0,0,0,0,0
142,7,0,0,0,0,0
142,8,0,0,0,0,0
142,9,0,0,0,28.5,812.25
142,10,0,0,0,0,0
142,11,0,0,0,0,0
142,12,0,0,0,20.34,413.72
143,1,1,150,1,0,0
143,2,1,202.8,1,0,0
143,3,1,260.06,1,13.07,170.82
143,4,1,219.57,3,0,0
143,5,1,325.09,2,0,0
143,6,1,440.01,5,31.28,978.44
143,7,1,558.81,5,0,0
143,8,1,447.25,2,0,0
143,9,1,317.14,4,48.65,2366.82
143,10,1,449.91,2,25.83,667.19
143,11,1,262.35,2,27.78,771.73
143,12,1,151.28,1,53.78,2892.29
144,1,1,212.81,2,43.52,1893.99
144,2,1,199.54,1,0,0
144,3,1,184.87,1,7.95,63.2
144,4,1,341.59,4,0,0
144,5,1,344.84,2,0,0
144,6,1,360.09,2,57.78,3338.53
144,7,1,274.15,2,32.64,1065.37
144,8,1,398.77,4,0,0
144,9,1,473.32,2,0,0
144,10,1,273.58,3,0,0
144,11,1,249.84,4,53.65,2878.32
144,12,1,223.56,1,4.37,19.1
145,1,1,255.54,3,0,0
145,2,1,225.15,2,0,0
145,3,1,427.06,2,27.22,740.93
145,4,1,397.26,2,0,0
145,5,1,544.68,3,0,0
145,6,1,644.03,2,8.36,69.89
145,7,1,388.62,4,35.78,1280.21
145,8,1,527.45,2,0,0
145,9,1,394.51,4,0,0
145,10,1,529.46,4,43.2,1866.24
145,11,1,359.34,4,0,0
145,12,1,472.13,2,0,0
146,1,1,260.05,2,54.99,3023.9
146,2,1,264.65,5,0,0
146,3,1,282.6,4,19.93,397.2
146,4,1,179.86,5,0,0
146,5,1,204.22,1,0,0
146,6,1,240.39,1,0,0
146,7,1,286.24,1,0,0
146,8,1,394.81,3,9.35,87.42
146,9,1,364.15,4,0,0
146,10,1,266.63,4,0,0
146,11,1,160.61,1,0,0
146,12,0,0,0,0,0
147,1,1,262.57,1,0,0
147,2,1,289.48,2,30.03,901.8
147,3,1,314.97,1,27.95,781.2
147,4,1,230.59,1,0,0
147,5,1,335.58,1,0,0
147,6,1,237.97,2,15.48,239.63
147,7,1,239.05,1,10.92,119.25
147,8,1,214.74,5,21.1,445.21
147,9,1,226.53,1,0,0
147,10,1,387.43,2,0,0
147,11,1,278.16,1,31,961
147,12,1,345.98,1,0,0
148,1,1,186,1,0,0
148,2,1,282.15,2,0,0
148,3,1,388.53,3,19.11,365.19
148,4,1,261.81,1,0,0
148,5,1,223.4,1,0,0
148,6,1,212.48,1,48.59,2360.99
148,7,1,339.71,1,15.7,246.49
148,8,1,407.18,5,0,0
148,9,1,215.34,1,0,0
148,10,1,314.43,5,20.67,427.25
148,11,1,253.58,1,0,0
148,12,0,0,0,0,0
149,1,1,202.86,1,25.1,630.01
149,2,0,0,0,38.92,1514.77
149,3,0,0,0,0,0
149,4,0,0,0,5.44,29.59
149,5,0,0,0,0,0
149,6,1,83.55,1,0,0
149,7,0,0,0,0,0
149,8,0,0,0,14.72,216.68
149,9,0,0,0,0,0
149,10,1,78.66,1,0,0
149,11,1,98.57,1,11.67,136.19
149,12,1,206.78,1,0,0
150,1,1,57.11,1,0,0
150,2,1,109.99,1,43.48,1890.51
150,3,1,158.82,1,0,0
150,4,1,278.87,4,0,0
150,5,1,282.95,3,29.89,893.41
150,6,1,205.25,2,32.39,1049.11
150,7,1,165.76,3,38.9,1513.21
150,8,0,0,0,0,0
150,9,0,0,0,25.07,628.5
150,10,0,0,0,0,0
150,11,0,0,0,0,0
150,12,0,0,0,29.67,880.31
151,1,1,47.89,1,0,0
151,2,1,125.21,1,30.92,956.05
151,3,1,224.52,3,0,0
151,4,1,231.71,1,0,0
151,5,1,313.15,2,0,0
151,6,0,0,0,0,0
151,7,0,0,0,0,0
151,8,0,0,0,0,0
151,9,0,0,0,0,0
151,10,0,0,0,0,0
151,11,0,0,0,27.37,749.12
151,12,0,0,0,14.69,215.8
152,1,1,58.73,1,0,0
152,2,1,140.44,1,31.73,1006.79
152,3,1,196.85,1,24.63,606.64
152,4,1,203.68,1,0,0
152,5,1,233.11,1,12.61,159.01
152,6,1,283.97,1,0,0
152,7,1,237.97,1,43.28,1873.16
152,8,1,390.05,2,0,0
152,9,1,302.33,1,21.79,474.8
152,10,1,188.7,1,0,0
152,11,1,203.76,1,42.26,1785.91
152,12,1,151.16,1,4.81,23.14
153,1,1,156.76,1,0,0
153,2,0,0,0,53.74,2887.99
153,3,0,0,0,18.75,351.56
153,4,0,0,0,0,0
153,5,0,0,0,11.73,137.59
153,6,0,0,0,0,0
153,7,0,0,0,33.78,1141.09
153,8,0,0,0,0,0
153,9,0,0,0,17.68,312.58
153,10,0,0,0,0,0
153,11,0,0,0,0,0
153,12,0,0,0,0,0
154,1,1,149.71,2,0,0
154,2,1,245.11,3,14.2,201.64
154,3,1,201.68,3,0,0
154,4,1,224.86,2,0,0
154,5,0,0,0,0,0
154,6,0,0,0,11.97,143.28
154,7,1,154.1,5,27.89,777.85
154,8,1,127.57,2,22.58,509.86
154,9,1,191.28,2,28.57,816.24
154,10,1,240.64,4,0,0
154,11,0,0,0,0,0
154,12,0,0,0,0,0
155,1,1,168.8,1,57.68,3326.98
155,2,1,179.03,1,0,0
155,3,1,219.38,1,15.43,238.08
155,4,1,171.06,1,25.45,647.7
155,5,0,0,0,0,0
155,6,0,0,0,0,0
155,7,0,0,0,23.6,556.96
155,8,0,0,0,0,0
155,9,0,0,0,34.73,1206.17
155,10,0,0,0,0,0
155,11,0,0,0,0,0
155,12,0,0,0,0,0
156,1,1,166.83,1,6.8,46.24
156,2,0,0,0,0,0
156,3,0,0,0,33.84,1145.15
156,4,0,0,0,0,0
156,5,0,0,0,0,0
156,6,0,0,0,0,0
156,7,0,0,0,0,0
156,8,0,0,0,0,0
156,9,0,0,0,46.29,2142.76
156,10,0,0,0,54.01,2917.08
156,11,0,0,0,13.22,174.77
156,12,0,0,0,52.42,2747.86
157,1,1,281.73,1,0,0
157,2,1,236.81,1,0,0
157,3,1,223.06,1,57.85,3346.62
157,4,1,214.41,1,0,0
157,5,1,341.89,1,0,0
157,6,1,226.17,1,11.08,122.77
157,7,1,282.98,2,13.65,186.32
157,8,1,276.11,1,27.86,776.18
157,9,1,195.08,1,0,0
157,10,1,225.44,1,30.35,921.12
157,11,1,257.67,1,0,0
157,12,1,260.27,1,0,0
158,1,1,215.59,2,26.53,703.84
158,2,0,0,0,0,0
158,3,0,0,0,0,0
158,4,0,0,0,36.65,1343.22
158,5,1,117.54,1,0,0
158,6,0,0,0,0,0
158,7,0,0,0,31.47,990.36
158,8,0,0,0,0,0
158,9,0,0,0,0,0
158,10,0,0,0,0,0
158,11,0,0,0,53.2,2830.24
158,12,0,0,0,22.53,507.6
159,1,1,246.46,1,49.65,2465.12
159,2,1,313.79,5,0,0
159,3,1,257.19,1,0,0
159,4,1,179.85,1,35.52,1261.67
159,5,1,156.9,1,0,0
159,6,1,280.48,1,0,0
159,7,1,287.52,1,14.42,207.94
159,8,1,248.66,1,0,0
159,9,1,179.83,1,0,0
159,10,1,196.03,4,14.16,200.51
159,11,1,194.53,1,0,0
159,12,1,285.92,1,30.93,956.66
160,1,1,336.45,3,0,0
160,2,1,288.14,3,18.02,324.72
160,3,1,255.84,1,0,0
160,4,1,263.72,2,0,0
160,5,1,262.88,1,0,0
160,6,1,353.05,2,0,0
160,7,1,252.7,1,35.17,1236.93
160,8,0,0,0,0,0
160,9,0,0,0,7.79,60.68
160,10,0,0,0,0,0
160,11,0,0,0,0,0
160,12,0,0,0,40.1,1608.01
161,1,1,159.11,1,0,0
161,2,0,0,0,12.46,155.25
161,3,0,0,0,32.47,1054.3
161,4,0,0,0,0,0
161,5,0,0,0,0,0
161,6,0,0,0,0,0
161,7,0,0,0,7.37,54.32
161,8,0,0,0,0,0
161,9,0,0,0,0,0
161,10,0,0,0,27.2,739.84
161,11,1,110.66,1,14.2,201.64
161,12,0,0,0,0,0
162,1,1,232.48,1,0,0
162,2,0,0,0,0,0
162,3,0,0,0,0,0
162,4,0,0,0,0,0
162,5,0,0,0,0,0
162,6,0,0,0,0,0
162,7,0,0,0,18.6,345.96
162,8,0,0,0,0,0
162,9,0,0,0,0,0
162,10,0,0,0,36.1,1303.21
162,11,0,0,0,0,0
162,12,0,0,0,56.63,3206.96
163,1,1,367.02,2,0,0
163,2,1,348.34,4,13.38,179.02
163,3,1,322.66,3,28.2,795.24
163,4,1,382.45,2,0,0
163,5,1,303.27,2,0,0
163,6,1,369.3,2,53.88,2903.05
163,7,1,261.19,2,0,0
163,8,1,206.59,1,0,0
163,9,0,0,0,0,0
163,10,0,0,0,0,0
163,11,0,0,0,0,0
163,12,0,0,0,4.77,22.75
164,1,1,173.25,1,0,0
164,2,0,0,0,0,0
164,3,0,0,0,47.42,2248.66
164,4,0,0,0,0,0
164,5,0,0,0,28.54,814.53
164,6,0,0,0,31.49,991.62
164,7,0,0,0,36.17,1308.27
164,8,1,104.02,1,0,0
164,9,1,164.26,1,16.63,276.56
164,10,0,0,0,5.26,27.67
164,11,0,0,0,0,0
164,12,0,0,0,40.38,1630.54
165,1,1,144.09,1,0,0
165,2,1,256.58,4,0,0
165,3,1,334.97,4,0,0
165,4,1,238.02,2,34.84,1213.83
165,5,1,232.18,1,0,0
165,6,1,185.6,1,0,0
165,7,1,217.49,1,0,0
165,8,0,0,0,0,0
165,9,0,0,0,21.33,454.97
165,10,1,116.02,1,28.56,815.67
165,11,1,138.91,1,0,0
165,12,1,165.53,1,50.2,2520.04
166,1,1,199.6,1,20.91,437.23
166,2,1,203.17,1,32.73,1071.25
166,3,1,206.96,1,0,0
166,4,1,200.26,1,0,0
166,5,1,299.05,3,0,0
166,6,1,148.7,1,57.47,3302.8
166,7,1,172.04,5,39.73,1578.47
166,8,1,255.94,1,0,0
166,9,1,225.45,1,0,0
166,10,1,329.48,1,0,0
166,11,1,302.47,1,0,0
166,12,1,320.58,5,43.42,1885.3
167,1,1,272.65,4,0,0
167,2,1,238.14,4,0,0
167,3,1,271.71,3,0,0
167,4,1,456.25,3,35.9,1288.81
167,5,1,450.16,4,0,0
167,6,1,320.36,3,17.58,309.06
167,7,1,282.77,2,51.86,2689.46
167,8,1,273.99,5,6.78,45.97
167,9,1,271.47,5,25.96,673.92
167,10,1,195.27,4,44.3,1962.49
167,11,0,0,0,0,0
167,12,0,0,0,0,0
168,1,1,222.96,1,0,0
168,2,0,0,0,0,0
168,3,0,0,0,44.91,2016.91
168,4,0,0,0,0,0
168,5,0,0,0,0,0
168,6,0,0,0,0,0
168,7,0,0,0,42.47,1803.7
168,8,0,0,0,45.21,2043.94
168,9,0,0,0,40.33,1626.51
168,10,0,0,0,0,0
168,11,0,0,0,0,0
168,12,1,95.68,1,0,0
169,1,1,262.43,4,0,0
169,2,1,235.86,1,0,0
169,3,1,371.69,2,0,0
169,4,1,278.6,3,0,0
169,5,1,243.55,4,0,0
169,6,1,251.83,2,31.4,985.96
169,7,1,327.22,2,10.14,102.82
169,8,0,0,0,0,0
169,9,0,0,0,4.27,18.23
169,10,0,0,0,0,0
169,11,0,0,0,40.24,1619.26
169,12,0,0,0,0,0
170,1,1,127.28,1,45.47,2067.52
170,2,1,175.06,1,0,0
170,3,1,230.16,1,0,0
170,4,0,0,0,0,0
170,5,0,0,0,8.86,78.5
170,6,0,0,0,0,0
170,7,0,0,0,0,0
170,8,0,0,0,51.16,2617.35
170,9,0,0,0,29.96,897.6
170,10,0,0,0,23.84,568.35
170,11,0,0,0,24,576
170,12,0,0,0,44.34,1966.04
171,1,1,235.6,2,0,0
171,2,1,201.55,1,0,0
171,3,0,0,0,0,0
171,4,0,0,0,41.98,1762.32
171,5,0,0,0,0,0
171,6,0,0,0,0,0
171,7,0,0,0,0,0
171,8,0,0,0,0,0
171,9,0,0,0,0,0
171,10,0,0,0,0,0
171,11,0,0,0,0,0
171,12,0,0,0,0,0
172,1,1,249.45,1,0,0
172,2,0,0,0,49.75,2475.06
172,3,0,0,0,0,0
172,4,0,0,0,0,0
172,5,0,0,0,0,0
172,6,0,0,0,0,0
172,7,0,0,0,0,0
172,8,0,0,0,0,0
172,9,1,104.37,1,13.88,192.65
172,10,1,248.41,1,23.41,548.03
172,11,1,293.87,1,31.89,1016.97
172,12,1,398.19,3,25.91,671.33
173,1,1,153.34,1,0,0
173,2,1,215.05,1,0,0
173,3,1,284.8,5,0,0
173,4,1,211.19,1,0,0
173,5,0,0,0,0,0
173,6,0,0,0,55.17,3043.73
173,7,0,0,0,0,0
173,8,0,0,0,36.26,1314.79
173,9,0,0,0,11.92,142.09
173,10,0,0,0,0,0
173,11,0,0,0,21.29,453.26
173,12,0,0,0,0,0
174,1,1,250.29,2,22.95,526.7
174,2,1,311.57,2,0,0
174,3,1,261.86,5,44.72,1999.88
174,4,1,199.52,1,0,0
174,5,0,0,0,0,0
174,6,0,0,0,54.26,2944.15
174,7,0,0,0,0,0
174,8,0,0,0,0,0
174,9,0,0,0,0,0
174,10,1,96.88,1,31.31,980.32
174,11,0,0,0,0,0
174,12,0,0,0,10.56,111.51
175,1,1,211.02,3,0,0
175,2,1,236.88,2,23.81,566.92
175,3,1,247.61,2,11.04,121.88
175,4,1,214.04,1,0,0
175,5,0,0,0,0,0
175,6,0,0,0,30.97,959.14
175,7,0,0,0,45.7,2088.49
175,8,0,0,0,0,0
175,9,0,0,0,37.08,1374.93
175,10,0,0,0,0,0
175,11,0,0,0,11.79,139
175,12,0,0,0,0,0
176,1,1,178.58,1,0,0
176,2,1,216.79,1,44.54,1983.81
176,3,1,239.8,1,0,0
176,4,1,306.29,2,0,0
176,5,1,421.13,4,40.11,1608.81
176,6,1,394.51,3,7,49
176,7,1,277.64,1,11.25,126.56
176,8,1,191.11,1,0,0
176,9,1,237.08,1,0,0
176,10,1,307.64,1,0,0
176,11,1,195.06,1,0,0
176,12,1,297.86,4,34.19,1168.96
177,1,1,241.1,1,0,0
177,2,1,232.7,1,0,0
177,3,1,284.41,1,12.61,159.01
177,4,1,235.23,1,11.59,134.33
177,5,1,223.65,1,0,0
177,6,1,247.69,1,0,0
177,7,1,363.65,1,13.85,191.82
177,8,1,357.61,1,0,0
177,9,1,265.04,1,21.56,464.83
177,10,1,348.86,1,0,0
177,11,1,287.55,1,0,0
177,12,1,211.8,1,43.06,1854.16
178,1,1,257.56,2,0,0
178,2,1,354.41,3,0,0
178,3,1,208.73,1,25.84,667.71
178,4,0,0,0,53.1,2819.61
178,5,0,0,0,0,0
178,6,0,0,0,0,0
178,7,0,0,0,0,0
178,8,0,0,0,29.02,842.16
178,9,0,0,0,0,0
178,10,0,0,0,0,0
178,11,0,0,0,0,0
178,12,0,0,0,0,0
179,1,1,264.28,4,0,0
179,2,1,211.74,1,0,0
179,3,1,221.2,5,19.95,398
179,4,1,191.14,3,0,0
179,5,1,207.17,1,0,0
179,6,1,162.65,1,9.67,93.51
179,7,1,184.37,5,22.96,527.16
179,8,0,0,0,0,0
179,9,0,0,0,0,0
179,10,1,106.52,1,0,0
179,11,1,239.54,2,0,0
179,12,0,0,0,0,0
180,1,1,255.53,2,13.26,175.83
180,2,1,252.01,2,0,0
180,3,1,201.34,2,0,0
180,4,1,337.33,5,12.27,150.55
180,5,1,361.48,4,28.77,827.71
180,6,1,283.45,2,0,0
180,7,1,282.15,3,0,0
180,8,1,300.05,3,26.11,681.73
180,9,1,281.34,2,25.21,635.54
180,10,1,363.24,2,0,0
180,11,1,473.3,5,38.69,1496.92
180,12,1,383.7,3,0,0
181,1,1,211.44,1,0,0
181,2,1,327.28,2,30.48,929.03
181,3,1,476.74,2,43.03,1851.58
181,4,1,412.62,4,12.43,154.5
181,5,1,352.05,2,0,0
181,6,1,232.51,1,44.99,2024.1
181,7,1,193.95,1,0,0
181,8,1,183.47,2,0,0
181,9,1,280,1,0,0
181,10,1,244.26,2,0,0
181,11,1,243.85,2,0,0
181,12,1,305.67,5,47.78,2282.93
182,1,1,127.57,1,0,0
182,2,1,204.31,3,25.85,668.22
182,3,1,146.62,1,38.69,1496.92
182,4,0,0,0,0,0
182,5,0,0,0,0,0
182,6,0,0,0,38.8,1505.44
182,7,0,0,0,0,0
182,8,1,131.33,1,20.68,427.66
182,9,1,196.32,1,0,0
182,10,1,192.79,1,0,0
182,11,0,0,0,59.03,3484.54
182,12,0,0,0,0,0
183,1,1,103.42,1,11.48,131.79
183,2,1,215.44,1,43.92,1928.97
183,3,1,299.21,2,0,0
183,4,1,237.39,1,0,0
183,5,1,168.43,1,0,0
183,6,0,0,0,0,0
183,7,0,0,0,0,0
183,8,0,0,0,0,0
183,9,0,0,0,0,0
183,10,0,0,0,0,0
183,11,0,0,0,0,0
183,12,0,0,0,30.54,932.69
184,1,1,300.14,3,0,0
184,2,1,256.45,2,21.39,457.53
184,3,1,263.19,4,0,0
184,4,1,201.37,1,0,0
184,5,1,190.32,1,0,0
184,6,1,243.83,1,35.95,1292.4
184,7,1,194.49,1,0,0
184,8,1,228.53,2,34.8,1211.04
184,9,1,215.72,1,48.18,2321.31
184,10,1,174.6,4,0,0
184,11,1,274.91,2,17.05,290.7
184,12,1,261.16,5,0,0
185,1,1,284.05,2,0,0
185,2,0,0,0,0,0
185,3,0,0,0,25.22,636.05
185,4,0,0,0,0,0
185,5,0,0,0,0,0
185,6,0,0,0,45.69,2087.58
185,7,0,0,0,0,0
185,8,0,0,0,21.06,443.52
185,9,0,0,0,0,0
185,10,0,0,0,0,0
185,11,0,0,0,38.42,1476.1
185,12,0,0,0,32.18,1035.55
186,1,1,231.42,2,0,0
186,2,1,214.36,1,23.42,548.5
186,3,1,317.88,2,34.28,1175.12
186,4,1,319.27,2,0,0
186,5,1,266.62,4,32.33,1045.23
186,6,1,212.87,2,17.97,322.92
186,7,1,317.2,2,0,0
186,8,0,0,0,0,0
186,9,0,0,0,0,0
186,10,0,0,0,0,0
186,11,1,103.65,1,28.96,838.68
186,12,0,0,0,0,0
187,1,1,288.47,2,14.07,197.96
187,2,1,402.44,2,0,0
187,3,1,270.03,2,0,0
187,4,1,391.45,2,0,0
187,5,1,283.49,4,23.93,572.64
187,6,0,0,0,0,0
187,7,0,0,0,12.61,159.01
187,8,0,0,0,0,0
187,9,0,0,0,0,0
187,10,0,0,0,31.65,1001.72
187,11,0,0,0,59.19,3503.46
187,12,0,0,0,0,0
188,1,1,224.42,1,0,0
188,2,1,152.58,1,0,0
188,3,0,0,0,0,0
188,4,0,0,0,0,0
188,5,0,0,0,7.54,56.85
188,6,0,0,0,0,0
188,7,0,0,0,0,0
188,8,0,0,0,0,0
188,9,0,0,0,0,0
188,10,0,0,0,46.37,2150.18
188,11,0,0,0,54.61,2982.25
188,12,0,0,0,0,0
189,1,1,280.34,1,13.86,192.1
189,2,0,0,0,0,0
189,3,0,0,0,0,0
189,4,1,51.96,1,0,0
189,5,0,0,0,0,0
189,6,1,44.17,1,0,0
189,7,0,0,0,56.01,3137.12
189,8,0,0,0,41.19,1696.62
189,9,0,0,0,11.45,131.1
189,10,0,0,0,0,0
189,11,0,0,0,7.52,56.55
189,12,0,0,0,52.75,2782.56
190,1,1,122.37,1,0,0
190,2,1,194.21,2,27.83,774.51
190,3,1,325.45,2,23.8,566.44
190,4,1,463.42,2,11.38,129.5
190,5,1,287.44,2,58.92,3471.57
190,6,1,370.22,5,0,0
190,7,1,227.38,3,7.74,59.91
190,8,1,219.93,1,10.42,108.58
190,9,1,191.9,1,0,0
190,10,1,170.28,1,0,0
190,11,1,183.48,3,35.06,1229.2
190,12,1,261.36,5,22.77,518.47
191,1,1,355.61,2,15.43,238.08
191,2,0,0,0,0,0
191,3,0,0,0,0,0
191,4,0,0,0,4.57,20.88
191,5,0,0,0,10.33,106.71
191,6,0,0,0,12.16,147.87
191,7,0,0,0,44.69,1997.2
191,8,0,0,0,0,0
191,9,0,0,0,0,0
191,10,0,0,0,46.54,2165.97
191,11,0,0,0,0,0
191,12,0,0,0,0,0
192,1,1,288.89,2,14.93,222.9
192,2,1,227.01,1,0,0
192,3,1,329.07,4,0,0
192,4,1,422.85,4,0,0
192,5,1,247.67,1,0,0
192,6,0,0,0,0,0
192,7,0,0,0,0,0
192,8,0,0,0,0,0
192,9,0,0,0,0,0
192,10,0,0,0,51.01,2602.02
192,11,0,0,0,41.09,1688.39
192,12,0,0,0,0,0
193,1,1,266.39,1,0,0
193,2,1,273.65,2,0,0
193,3,0,0,0,49.38,2438.38
193,4,0,0,0,28.93,836.94
193,5,0,0,0,0,0
193,6,0,0,0,0,0
193,7,0,0,0,0,0
193,8,0,0,0,0,0
193,9,0,0,0,10.81,116.86
193,10,0,0,0,58.84,3462.15
193,11,0,0,0,0,0
193,12,0,0,0,0,0
194,1,1,163.41,1,0,0
194,2,1,243.14,1,0,0
194,3,1,171.01,1,23.13,535
194,4,1,225.73,1,49.7,2470.09
194,5,1,201.84,1,39.54,1563.41
194,6,1,207.89,1,46.6,2171.56
194,7,1,338.97,2,0,0
194,8,1,246.02,1,33.4,1115.56
194,9,1,269.94,1,23.14,535.46
194,10,1,221.33,1,25.26,638.07
194,11,1,328.1,1,0,0
194,12,1,264.55,3,0,0
195,1,1,143.85,1,15.03,225.9
195,2,0,0,0,34.35,1179.92
195,3,0,0,0,0,0
195,4,0,0,0,0,0
195,5,0,0,0,0,0
195,6,0,0,0,11.93,142.32
195,7,0,0,0,17.25,297.56
195,8,0,0,0,38.72,1499.24
195,9,0,0,0,0,0
195,10,0,0,0,0,0
195,11,0,0,0,0,0
195,12,1,112.35,1,6.2,38.44
196,1,1,285.95,4,0,0
196,2,1,234.85,3,0,0
196,3,1,248.43,4,33.24,1104.9
196,4,1,275.96,4,16.51,272.58
196,5,1,195.89,1,50.46,2546.21
196,6,0,0,0,38.65,1493.82
196,7,0,0,0,0,0
196,8,0,0,0,44.1,1944.81
196,9,0,0,0,0,0
196,10,0,0,0,26.51,702.78
196,11,0,0,0,0,0
196,12,0,0,0,20.78,431.81
197,1,1,148.63,1,0,0
197,2,1,264.87,2,23.34,544.76
197,3,1,270.2,3,0,0
197,4,1,395.28,3,0,0
197,5,1,386.32,4,0,0
197,6,1,441.13,4,7.79,60.68
197,7,1,595.38,3,0,0
197,8,1,429.43,3,0,0
197,9,1,322.81,3,0,0
197,10,1,253.17,4,0,0
197,11,1,249.34,3,12.35,152.52
197,12,1,422.74,5,0,0
198,1,1,275.51,3,0,0
198,2,1,286.7,2,0,0
198,3,1,407.76,5,0,0
198,4,1,263.4,4,49.84,2484.03
198,5,1,267.56,3,48.62,2363.9
198,6,1,226.36,2,0,0
198,7,1,286.85,2,17.88,319.69
198,8,1,239.97,2,29.75,885.06
198,9,1,181.08,2,0,0
198,10,1,230.09,2,19.45,378.3
198,11,1,196.83,2,0,0
198,12,1,317.02,3,47.14,2222.18
199,1,1,195.28,1,39.96,1596.8
199,2,1,199.62,1,32.32,1044.58
199,3,1,292.27,1,0,0
199,4,1,249.74,1,8.23,67.73
199,5,1,195.62,1,0,0
199,6,1,287.31,2,24.91,620.51
199,7,1,390.38,2,0,0
199,8,1,273.22,2,13.45,180.9
199,9,1,146.69,1,0,0
199,10,1,172.7,1,0,0
199,11,1,236.76,1,32.76,1073.22
199,12,1,203.19,1,0,0
200,1,1,58.54,1,55.94,3129.28
200,2,1,126.88,1,41.36,1710.65
200,3,1,247.1,2,0,0
200,4,1,204.81,4,0,0
200,5,1,235.01,5,0,0
200,6,1,370.44,2,28.43,808.26
200,7,1,195.62,5,48.26,2329.03
200,8,0,0,0,0,0
200,9,0,0,0,0,0
200,10,0,0,0,0,0
200,11,0,0,0,0,0
200,12,0,0,0,45.54,2073.89
201,1,1,227.47,1,0,0
201,2,1,358.04,2,17.65,311.52
201,3,1,180.08,2,0,0
201,4,1,278.43,3,36.44,1327.87
201,5,1,272.97,1,0,0
201,6,1,248.36,1,0,0
201,7,1,191.06,1,0,0
201,8,1,257.24,1,0,0
201,9,0,0,0,0,0
201,10,0,0,0,35.49,1259.54
201,11,0,0,0,36.43,1327.14
201,12,0,0,0,18.5,342.25
202,1,1,218.7,1,0,0
202,2,1,219.41,1,26.2,686.44
202,3,1,275.49,4,0,0
202,4,1,331.16,5,6.52,42.51
202,5,1,273.57,2,19.34,374.04
202,6,1,262.32,1,18.89,356.83
202,7,1,234.99,4,0,0
202,8,1,265.86,1,0,0
202,9,1,269.74,2,53.75,2889.06
202,10,1,180.51,1,37.22,1385.33
202,11,1,295.08,2,0,0
202,12,1,405.41,2,0,0
203,1,1,254.65,2,0,0
203,2,1,331.52,2,0,0
203,3,1,310.92,4,18.73,350.81
203,4,1,276.9,1,28.24,797.5
203,5,1,269.26,2,49.11,2411.79
203,6,1,370.82,2,37.32,1392.78
203,7,1,266.92,2,2.65,7.02
203,8,1,256.14,1,0,0
203,9,1,367.8,5,22.02,484.88
203,10,1,298.66,2,0,0
203,11,1,234.89,1,30.51,930.86
203,12,1,180.12,1,0,0
204,1,1,213.89,1,44.16,1950.11
204,2,1,191.96,1,5.47,29.92
204,3,1,202.8,1,22.88,523.49
204,4,1,232.12,1,49.67,2467.11
204,5,1,196.27,1,26.7,712.89
204,6,1,222.53,1,0,0
204,7,1,240.09,1,37.4,1398.76
204,8,1,223.44,1,40.54,1643.49
204,9,1,211.1,1,0,0
204,10,0,0,0,0,0
204,11,0,0,0,0,0
204,12,0,0,0,13.36,178.49
205,1,1,237.18,1,0,0
205,2,0,0,0,0,0
205,3,0,0,0,0,0
205,4,0,0,0,0,0
205,5,0,0,0,51.76,2679.1
205,6,0,0,0,0,0
205,7,0,0,0,35.76,1278.78
205,8,0,0,0,0,0
205,9,0,0,0,0,0
205,10,1,85.1,1,16.03,256.96
205,11,1,112.26,1,0,0
205,12,1,201.15,1,22.54,508.05
206,1,1,128.1,1,0,0
206,2,0,0,0,41.23,1699.91
206,3,0,0,0,0,0
206,4,0,0,0,48.75,2376.56
206,5,0,0,0,22.8,519.84
206,6,1,136.47,1,10.42,108.58
206,7,1,277.11,2,0,0
206,8,1,289.12,4,25.64,657.41
206,9,1,447.84,2,0,0
206,10,1,310.48,3,24.8,615.04
206,11,1,344.6,2,0,0
206,12,1,457.38,2,0,0
207,1,1,60.67,1,26.16,684.35
207,2,0,0,0,44.35,1966.92
207,3,0,0,0,0,0
207,4,0,0,0,32.1,1030.41
207,5,0,0,0,0,0
207,6,0,0,0,0,0
